label,text
"Having gained 2,500 organisations as customers in the last two years - including 25% of all Dutch hospitals and local governments – and raised $12m in funding, ZIVVER is now bringing its proven data loss prevention (DLP) and compliancy enhancing technology to the UK as it expands across Europe."
"Goud said, “The UK is a very interesting market for ZIVVER - its innovative tech culture mirroring that of the Netherlands, with growing volumes of sensitive information being sent digitally."
"ZIVVER’s UK team comprises Chris Brown, VP Global Sales (ex-Digital Shadows, Solera Networks); Richard Fridge, UK Sales Manager (ex-BlueFort Security); Darren Parker, Channel Manager EMEA (ex-Illusive Networks and ForeScout) and Melanie Dawes, UK Marketing Manager (ex-CloudCall and Winshuttle)."
"ZIVVER works exclusively through local security resellers in the UK and is currently formalising partnerships with several VARs, as well as a value added distributor."
The risks of sending emails and file transfers – and how ZIVVER solves them:
"ZIVVER’s solution is unique in its ability to mitigate the risks attached to all three, i.e. the entire communications process, while retaining email’s user-friendliness."
• SOLUTION: ZIVVER’s technology helps to eliminate human errors by alerting users before they send an email about possible errors.
"• SOLUTION: ZIVVER applies strong encryption and strong authentication (e.g. via a SMS text message or TOTP-code) across all email content (ZIVVER’s key management policy ensures it never holds the data owner’s keys, nor can it give access to third-parties, yielding better data access restraints than Google and Microsoft, for example)."
• SOLUTION: ZIVVER provides real-time logging allowing organisations to identify real-time risks and potential data leaks.
"When retracting a message, ZIVVER guarantees that access by all recipients is no longer possible."
"Due to its three-in-one capability, ZIVVER is the most cost-effective outbound email security and file transfer solution available to UK organisations."
"From single users to 10,000+ employees, ZIVVER has product and pricing bundles to suit all sizes and sectors - from local government and healthcare, to accountants and legal firms – with ease of use and implementation proven factors in its success."
"Co-founded in the Netherlands in 2015 by Rick Goud, Vincent van Donselaar and Alwin Schoemaker, ZIVVER provides outbound email and file transfer security to help public and private sector organisations prevent data leaks, improve compliance and save costs from ineffective communication via fax, snail mail and courier."
"In the last two years ZIVVER has secured 2,500 organisations as customers - including 20% of the Dutch healthcare market and 30%+ of local government - and has grown to 90 employees."
"Vital players mentioned in this report: Surfly, Upscope, Acquire, Glia, HBR Labs"
"LogMeIn, Surfly, Upscope, Acquire, Glia, HBR Labs, Revechat, eGain, Glance, LiveCaller, Pegasystems, Talisma, Talkative, Vizolution, TeamViewer, and Others."
"Top Companies : LogMeIn, Surfly, Upscope, Acquire, Glia, HBR Labs, Revechat, eGain, Glance, LiveCaller, Pegasystems, Talisma, Talkative, Vizolution, TeamViewer"
"Top Key Players are covered in this report: LogMeIn, Surfly, Upscope, Acquire, Glia, HBR Labs, Revechat, eGain, Glance, LiveCaller, Pegasystems, Talisma, Talkative, Vizolution"
"Top Leading Companies of Global Co-Browsing Software Market are LogMeIn, Surfly, Upscope, Acquire, Glia, HBR Labs, Revechat, eGain, Glance, LiveCaller, Pegasystems, Talisma, Talkative, Vizolution, TeamViewer and others."
"The top Major Competitive Players are :IBM, Zimbra, Projectplace, Samepage, Facebook, Clarizen, Smartsheet, Asana, Workamajig Platinum, Zoho, Monday.com, Wrike, Blink, Areitos, Intellimas, BoardBookit, BigMarker, Cisco WebEx, Zoom, Beenote, Surfly, Alma Suit"
"In addition, this research offers a detailed competitive analysis focusing on business outlook emphasizing growth strategies accepted by major market players like LogMeIn, Surfly, Upscope, Acquire, Glia, HBR Labs, etc."
"Major Companies Profiled in Global Co-Browsing Software Market Research Report – LogMeIn, Surfly, Upscope, Acquire, Glia, HBR Labs, Revechat, eGain, Glance, LiveCaller, Pegasystems, Talisma, Talkative, Vizolution, and TeamViewer"
"SWOT Analysis of Key Players: IBM, Zimbra, Projectplace, Samepage, Facebook, Clarizen, Smartsheet, Asana, Workamajig Platinum, Zoho, Monday.com, Wrike, Blink, Areitos, Intellimas, BoardBookit,, BigMarker, Cisco WebEx, Zoom, Beenote, Surfly, Alma Suit"
"Surfly, the market standard for co-browsing technology, announced that its integration with NICE inContact CXone is now available on CXexchange."
"With this integration users can instantly make use of Surfly’s universal co-browsing technology to upgrade existing CXone channels, such as Phone, Chat, or Email to an in-person experience online."
"We are thrilled that we can now enable thousands of contact center agents to raise the bar in customer service and exceed customer expectations,” said Nicholas Piël, CEO of Surfly."
Surfly’s universal co-browsing is a unique solution that allows an agent to join a customer interaction no matter where they are in their journey.
"With the integration of Surfly, organizations looking to enhance customer service interactions can now do so by assisting and guiding customers throughout their entire journey: across channels, systems and departments."
"In a recent project, a Finnish company went live with a Surfly pilot in just under two hours, demonstrating an incredible 400% improvement in conversion rates, more engaged agents and a significant uplift in customer satisfaction and NPS."
We welcome Surfly to CXexchange marketplace to provide customers using CXone with in-person experiences online.
Surfly will be a sponsor at the 2020 Enterprise Connect in Orlando between March 30th and April 2nd.
Please feel free to drop by the Surfly booth #2426 for a live demonstration and speak with the team.
"To learn more about the Surfly CXone Integration, click here:"
Review the Surfly Co-browsing Solution listing on CXexchange
"Surfly is the global market leader for co-browsing technology, powering in-person online experiences for more than 100,000 users and over 2 million sessions per year."
"Leading organizations use Surfly to upgrade existing Phone, Chat and Email channels with in-person online co-browsing experiences, resulting in greater customer satisfaction that exceeds expectations."
"For more information, please visit http://www.surfly.com, follow us on Linkedin or Twitter."
Netherlands-based insurtech start-up Surfly has the ideal solution: a web-sharing application programming interface (API) and (video) chat functionality that enables insurance agents to share a browser session with customers when explaining product offerings in a personalised way.
"Surfly is one of many start-ups that is collaborating with end-to-end IT provider DXC Technology to deliver innovative technologies that will help its insurance customers boost operational efficiency, reduce costs, improve employee productivity and enhance the end user experience."
"However, when Surfly brought it to our attention through the DXC Invitational, we could instantly see how it would help our customers to save time when handling support cases."
The Workhorse SurFly is a hybrid-electric 2 seat helicopter that utilizes 8 electric motors to propel it and an onboard gasoline engine that generates the electricity.
"Other examples of companies renting office space in 2020 include Sentia, Hiber and Surfly."
"Dutch digital solutions start-up Surfly won the Slingshot Covid-19 Challenge, a new category in this year's competition."
"Whether it is iAdvize’s software that helps divert online shoppers to a product expert, Hero’s technology that links people directly from web browser to an in-store member of staff, or AO.com’s investment in Surfly that enables staff and online shoppers to co-browse a website, the area of online customer service within retail is rife with innovation."
"Dutch digital solutions start-up Surfly won the Slingshot Covid-19 Challenge, a new category in this year's competition."
Otrium has raised a $120 million round just a year after raising its $26 million Series B round.
The concept behind Otrium is quite simple.
"When items reach the end-of-season status, brands can list those items on Otrium and keep selling them."
Otrium is currently available in Europe.
"With Otrium, brands can add another sales channel for those specific items."
"And because some brands are reluctant about selling outdated items, Otrium tries to be as friendly as possible with fashion companies."
The idea here is that Otrium can help brands identify evergreen products that should remain available year after year.
Otrium would end up selling items that remain relevant for a longer time.
"With today’s funding round, Otrium plans to expand to the U.S. The company currently works with several well-known fashion houses, such as Karl Lagerfeld, Joseph, Anine Bing, Belstaff, Reiss and ASICS."
"Dutch end-of-season fashion online marketplace Otrium has bagged US$120 million in its Series C financing round, which will go towards its upcoming U.S. launch and improving its technology platform."
"Otrium, the Amsterdam-headquartered online fashion “outlet” selling unsold end-of-season items, has raised US$120 million in a Series C round co-led by tech venture capital BOND and London-San Francisco investment firm Index Ventures."
Otrium added that the Series C funds will support hiring and the growth of its team.
"Founded by Milan Daniels and Max Klijnstra in 2015, Otrium, which currently operates in Europe, enables clothing brand partners to sell their off-season inventory in order to avoid unsold fashion items from ending up in the landfills – or in many cases, especially for luxury labels, destroyed or burned in the name of brand exclusivity."
"Milan Daniels, Co-Founder & CEO, Otrium"
"Particularly amid the pandemic, Otrium says that its digital business model, which embeds both convenience and sustainability, has flourished, with its revenues having tripled over 2020 despite the broader economic downturn for high street and brick-and-mortar players."
Otrium sells unsold inventory from partner brands.
"With the fresh capital, Otrium says its analytics functionality can undergo further improvement to help fashion houses figure out past demand trends and future insights, a shift that the firm and its investors believe will shape producers’ strategies and ultimately boost revenues while making a dent on the enormous 92 million tonnes of waste the industry still produces annually."
Otrium’s digital approach has been one that many sustainable fashion players believe will be critical to push forward circularity in the industry.
"With Otrium, every fashion label can begin to build their iconic portfolio.”"
"Retailers are in dire need of sustainable ways to offload and even profit from their excess stock, which is where online fashion marketplace Otrium provides an answer, offering an inventory overflow solution that doesn't end in clothing combustion."
"On the membership side, Otrium prioritizes consumer expectations for excellent service by offering next-day delivery, simplified returns and buyer protection to streamline secure purchasing."
"Otrium is a case study that PSFK analysts noted in research on innovative solutions and strategies for 2020's majorly disrupted and quickly transforming fashion industry—for more, see here."
"Otrium has raised a $26 million Series B funding round (€24 million), with Eight Roads Ventures leading the round."
Otrium works with clothing brands to help them sell items when they reach the end-of-season status.
"Otrium wants to add another sales channel for those specific items — and it’s an online one, which should help when it comes to shelf space."
That’s why Otrium has created a marketplace and tries to be as friendly as possible with fashion brands.
"If you decide to sell end-of-season collections on Otrium, you can manage your own outlet, get in-depth analytics and enable a dynamic pricing engine to maximize revenue on those outdated items."
"Two hundred brands have decided to partner with Otrium, such as Joseph, Reiss, G-Star, Asics, Puma, Vans, Pepe Jeans, Alexachung and Scotch & Soda."
There are one million registered customers on Otrium.
"Dutch app Otrium, which sells unsold stocks of branded clothing, has raised 100 million euros in fresh capital to prepare its planned expansion to the United States."
"Otrium was founded in 2015 by two Dutch entrepreneurs, Max Klijnstra and Milan Daniels, and has grown at lightning speed since then."
"At previous investment rounds, Otrium had already raised 7 million euros (2019) and 24 million (2020)."
"Before creating Otrium, Klijnstra and Daniels already were active in the fashion industry: they sold jumpers with striking prints through Breaking Rocks."
LONDON — The fashion industry’s inventory problem has only gotten worse during the coronavirus pandemic and the online designer outlet Otrium — which just got a big cash boost — believes it can help.
"Otrium has already been pushing into key European markets, with a dedicated U.K. site making its debut this week."
"Otrium pitches itself as a tech-enabled, digital solution to make end-of-season selling easier for brands of all sizes."
"The platform sets pricing for products based on variables such as style, number of units and sizes available, and interest from Otrium’s wider community."
"As a result, Otrium chose to operate in “a similar way to a physical outlet but digitized,” making it more accessible to smaller-scale labels that are unable to face the cost — and commitments — attached to physical retail on the platform."
"Once on board, Otrium wants to “share data and convince brands to start making decisions on the basis of data rather than on the basis of trend forecasting.”"
"Otrium, an online fashion marketplace, which sells brands' remaining end-of-season merchandise, on Wednesday announced that it raised €24 million ($26.6 million as of press time) in a Series B funding round, led by Eight Roads Ventures with additional contributions from existing investors Index Ventures and Hans Veldhuizen."
Otrium will use the funding to grow internationally.
"Since the COVID-19 pandemic began, Otrium has received ""doubling of interest from brands"" and has experienced a 40% spike in revenue during the past month, according to the company press release."
"Based on Otrium's release, the retailer appears to be positioning itself as a possible solution for offloading the unsold merchandise due to the pandemic."
"""We are focused on onboarding an unprecedented pipeline of brands and we're working on generating revenue for items that would otherwise go unsold,"" Otrium​ CEO and co-founder Milan Daniels said in a statement."
"Earlier this year, Vestiaire Collective received a $216 million investment from Kering and Tiger Global; Dutch online outlet Otrium raised $29 million in the summer of 2020, followed by an additional $120 million last March to fuel U.S. expansion."
"New York – Amsterdam-based online fashion marketplace Otrium has recently secured a 24 million euro Series B financing round led by investors with stakes in other fashion companies such as Alibaba, Farfetch and ASOS."
"Otrium helps global and independent clothing brands sell end-of-season collections that would otherwise go unsold, as the company states on its website."
"Otrium’s fashion marketplace gives retailers full control over price, while they can leverage an array of advanced analytics and insights into dynamic pricing, excess inventory and merchandising."
"In 2015 they launched Otrium, an online marketplace for end-of-season clothes that allows brands to sell their unsold inventory at cheaper prices."
"This is where Milan Daniels and Max Klijnstra think they have found a niche in the market with their company Otrium, which raised a €7m Series-A round led by venture capital firm Index Ventures on Thursday."
"In true entrepreneur style, the problem led them to found a company, Otrium, to test out a different approach."
"“Otrium tries to replicate an outlet store, but online,” says Daniels."
"Otrium, which is based in the Netherlands, takes a cut of each sale made on their platform."
"So far Otrium has managed to convince some 100 brands, including names like G-Star, Puma, Vans, Pepe Jeans and Scotch & Soda, to try the approach."
"The money will be used to expand Otrium’s presence across Europe starting with Germany, the UK and France, says Daniels."
"Otrium, an Amsterdam, The Netherlands-based online fashion outlet, raised €7m in Series A funding."
"In conjunction with the funding, Danny Rimer, a partner at Index Ventures, joined Otrium’s board."
"Founded in 2016 by Milan Daniels and Max Klijnstra, Otrium has developed its own model for selling excess inventory."
Many brands have been using brick-and-mortar discount outlets or online marketplaces like the Dutch start-up Otrium to try to shift the designer clothes piling up in warehouses.
"Resale platforms have had no trouble tapping investors, with Vestiaire Collective raising €59 million at the height of the lockdown in April and Rebag raising $15 million in May. Then there’s Otrium, an Amsterdam-based company that promises to help brands sell excess inventory, which raised $26.4 million in May."
"Some, including Otrium, could even thrive as fashion reels from store closures and weak consumer spending."
"“The ability to thrive in this new environment is important to me as an investor,” said Davor Hebel, a managing partner at Eight Roads Ventures, which led Otrium’s latest round of funding."
"Otrium, which lets brands like Scotch & Soda, Reiss, Esprit and Guess sell off their end-of-season product on its platform, fits Hebel’s criteria."
"Online fashion hub Otrium does just this, selling end-of-season collections from retail brands that would otherwise have to destroy their inventory by letting them manage their own outlet, set prices and even access consumer insights."
"In 2020, Eight Roads Ventures Europe invested in Cazoo, Otrium, Spendesk, Odaseva and most recently Tibber, completed eight follow-on investments and exited Rimilia."
5) Fashion marketplace Otrium nabs $120 million
"Amsterdam-based unsold fashion marketplace Otrium has raised $120 million in a fresh round of funding co-led by BOND and Index Ventures, and saw follow-on investment from Eight Roads Ventures."
"The series C round is expected to propel Otrium’s entry to the US market, ramp up additional unsold fashion capabilities, and recruit new staff."
Thrilled to double down on our partnership with @OtriumOfficial and co-lead their $120M Series C with BOND!
"As expected, several notable companies have made it to the list, which includes companies such as 3D Hubs, MessageBird, Otrium, Picnic, Recruitee, The Next Ad and Zivver."
"“Fashion brands struggle with an abundance of excess inventory collecting dust in a warehouse,” explains Otrium’s cofounder Milan Daniels, 26."
"Launched two years ago by Daniels and Max Klijnstra, 27, Otrium is effectively Shopify for fashion brands, providing the e-commerce technology stack and logistics handling to create online outlet/clearance stores."
"Claiming 300,000 users and 60 brands across Benelux countries, Otrium recently raised €750,000 (£662,000) – bringing total funding to €1.6 million (£1.4 million) – to fuel international expansion."
"Maxx, Ross and Nordstrom Rack now compete with resale platforms such as The RealReal and Poshmark and newer ventures like Otrium and Madaluxe Vault — which Freede launched in recent years to sell excess designer items to consumers directly — that put their own spin on the off-price model."
"Otrium, a five-year-old company based in Amsterdam, operates a marketplace where brands can sell their surplus directly to consumers, which it says offers higher margins than the wholesale market."
Otrium co-founder Milan Daniels told BoF his company offers prices to sellers that are three times as much as other stock buyers.
"One of Gapstars clients is Otrium, a fast-growing tech company and a fashion e-commerce platform that enables the World’s leading fashion brands to find buyers for clothing unsold at stores."
"Otrium has secured over $30 million in funding, including $24 million Series B funding in mid-2020 at the height of the global pandemic."
Otrium will use the funding to grow internationally.
Otrium: an online fashion marketplace that helps independent clothing brands sell end-of-season collections
"Breast cancer test maker Agendia has delivered new data showing its MammaPrint genomic diagnostic can help identify patients at an ultralow risk of recurrence, including some who are likely to keep cancer at bay for at least 20 years."
RELATED: Agendia picks Paige for AI pathology platform partnership
"This prognostic information could assist in the ""management of endocrine therapy, particularly for those women experiencing severe side effects, and struggling to remain on their prescribed treatment,” said Agendia’s chief medical officer, William Audeh, M.D."
"At the same time, Agendia presented data from a separate, retrospective study showing the MammaPrint test could help identify a cohort of breast cancer patients who were most likely to benefit from extended letrozole endocrine therapy."
"& AMSTERDAM--(BUSINESS WIRE)--Agendia, Inc., a world leader in precision oncology for breast cancer, announced today that an oral presentation at the 2021 American Society of Clinical Oncology (ASCO) Annual Meeting revealed new data from the national FLEX registry that identify differences in tumor biology between ethnic groups that can lead to meaningful treatment decisions, reinforcing the need for appropriate representation of diverse patient populations in breast cancer studies."
"A major theme of this year’s ASCO meeting centers around disparities in care and outcomes, which Agendia’s FLEX study aims to combat by prospectively enrolling 30,000 patients from various ethnicities, ages and demographic groups representative of the total breast cancer population."
"Additional data from Agendia regarding breast cancer in African American women was shared in an abstract titled “Genomic risk classification by the 70-gene signature and 21-gene assay in African American, early-stage breast cancer patients.”"
"Agendia’s large-scale, prospective FLEX registry continues to highlight data from real-world practices in one of the most flexible and inclusive studies in breast cancer research to date, playing an important part in the company’s mission to help guide the diagnosis and personalized treatment of breast cancer for all patients throughout their treatment journey."
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing patients with early stage breast cancer and their physicians the information they need to make the best decisions for the full treatment journey."
Agendia develops evidence-based novel genomic tests and forges partnerships with groundbreaking companies to develop next-generation digital treatment tools.
Agendia’s assays can be ordered on core biopsies or surgical specimens to inform pre- and post-operative treatment decisions.
"For more information on Agendia’s assays and ongoing trials, please visit www.agendia.com."
"Agendia, Inc., a world leader in precision breast cancer oncology, announced today that new data from the national FLEX registry, the first of its kind, was presented today at the annual meeting of the American Society of Clinical Oncology ( ASCO) of 2021."
"At the ASCO 2021 virtual conference, Agendia and its research partners presented a general update on the FLEX trial, currently in the registration phase, in a poster titled ‘Real-world data platform FLEX explores new gene expression profiles and protocols pioneered by researchers in the early stage of breast cancer»."
"Agendia’s large-scale prospective FLEX study continues to provide a rich source of real-world test data in one of the most dynamic and inclusive study designs in breast cancer research to date, underscoring the company’s mission to help guide the diagnosis and personalized treatment of breast cancer for all patients."
"Agendia is a precision oncology company based in Irvine, California, USA, committed to providing breast cancer patients and their physicians with the information necessary for better decision-making throughout their treatment."
Agendia develops new evidence-based genomic tests and forges partnerships with innovative companies to develop next-generation digital treatment tools.
Agendia tests can be ordered on key biopsies or surgical specimens to facilitate pre- and postoperative treatment decisions.
"For more information on our ongoing trials and tests, visit www.agendia.com."
"& AMSTERDAM--(BUSINESS WIRE)--Agendia, Inc., a world leader in precision oncology for breast cancer, today announced that data from the landmark MINDACT study will be shared at the 2021 American Society of Clinical Oncology (ASCO) Annual Meeting in an oral presentation."
"The MINDACT trial, an independent, phase III, prospective, randomized clinical trial sponsored by the European Organization for Research and Treatment of Cancer (EORTC), was conducted with the primary goal of determining whether Agendia’s 70-gene MammaPrint® test could be used to de-escalate clinically high risk patients with early stage breast cancer from chemotherapy treatment."
"“The confirmation of the clinical importance and excellent prognosis of the MammaPrint Ultra Low Risk category provides further support for the inclusion of this information in the management of endocrine therapy, particularly for those women experiencing severe side effects, and struggling to remain on their prescribed treatment,” said William Audeh, MD, Chief Medical Officer at Agendia."
"At ASCO 2021, Agendia also presented a larger suite of data from the company’s groundbreaking FLEX registry, a large-scale, prospective, observational breast cancer study using whole transcriptome sequencing, recruiting patients from various ethnicities, ages and genders representative of the total breast cancer population as part of an ongoing effort to increase representation of diverse populations and data in clinical trials."
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing patients with early stage breast cancer and their physicians the information they need to make the best decisions for the full treatment journey."
Agendia develops evidence-based novel genomic tests and forges partnerships with groundbreaking companies to develop next-generation digital treatment tools.
Agendia’s assays can be ordered on core biopsies or surgical specimens to inform pre- and post-operative treatment decisions.
"For more information on Agendia’s assays and ongoing trials, please visit www.agendia.com."
NEW YORK – Inivata said on Wednesday that it has signed an agreement with Agendia to commercialize Inivata's liquid biopsy assay for minimal residual disease detection in breast cancer.
"As part of the agreement, Agendia will receive co-exclusive rights to distribute Inivata's RaDaR liquid biopsy assay for MRD detection and early detection of relapse in breast cancer in North America and Europe."
Agendia will also have the option to extend the deal to cover additional territories in the future.
Agendia believes that the RaDaR assay — in tandem with its MammaPrint and BluePrint assays — will help physicians triage pre- and post-operative care for breast cancer patients while monitoring for early indicators of relapse.
"""The partnership with Inivata is a natural progression for Agendia to guide breast cancer care from diagnosis to surgery, treatment to monitoring and beyond, to ensure timely information to manage care,"" Mark Straley, CEO of Agendia, said in a statement."
"Cambridge, U.K.-based liquid biopsy developer Inivata announced on Wednesday it entered a commercialization agreement breast cancer-focused precision oncology company Agendia to distribute in North America and Europe Inivata’s RaDaR liquid biopsy assay for the detection of minimal residual disease (MRD) and early detection of relapse in patients with breast cancer."
"“Agendia is a proven leader in providing physicians with precision oncology tools to improve the treatment of patients with breast cancer,” said Clive Morris, CEO of Inivata in a press release.”We believe that the use of highly sensitive liquid biopsy approaches to detect MRD has the potential to transform cancer care by providing clinicians with timely, accurate information about whether the disease may have recurred, allowing a window for intervention and the prospect of better outcomes.”"
"RaDaR joins Agendia’s current precision oncology platform, which includes MammaPrint and BluePrint cancer recurrence and molecular subtyping tests."
"According to the companies the addition of RaDaR to AGendia’s lineup will allow physicians to better triage pre- and post-operative care for patients with breast cancer, while monitoring for early indicators of relapse."
"The deal further builds Agendia as a leading women’s health company in breast cancer, the partnership and further addition of genomic tools and capabilities are a natural advancement that will impact not only health outcomes, but overall quality of life for patients living with and beyond breast cancer."
"“Inivata is a pioneer in liquid biopsy,” noted Mark Straley, CEO of Agendia in a prepared statement."
"“The partnership with Inivata is a natural progression for Agendia to guide breast cancer care from diagnosis to surgery, treatment to monitoring and beyond, to ensure timely information to manage care."
"List of some players that are profiled in the report includes : ( Abott Molecular, Agendia, Boreal Genomics Inc, BD Biosciences, Caris Life Sciences, F. Hoffmann-La Roche Ltd, Foundation Medicine, Genscript Biotech Corporation, Guardant Health, Inc., Helomics Corporation, Histogene X, Hologic, Inc., HTG Molecular Diagnostics, Inc., Illumina, Inc., Nanostring Technologies, Inc., Neogenomics, Inc."
"& AMSTERDAM & NEW YORK--(BUSINESS WIRE)--Agendia, Inc., a world leader in precision oncology for breast cancer, and Paige, a global leader in AI-based digital diagnostics, today announced a first of its kind strategic partnership that will redefine precision oncology."
The partnership will enable co-development of treatment planning tools that integrate the cloud-based Paige Platform with genomic information from Agendia’s proprietary MammaPrint® and BluePrint® diagnostic tests for patients with breast cancer.
"This partnership defines the democratization of treatment planning tools by accelerating access to these tests and the essential insights they provide for more patients globally,” said Mark Straley, Chief Executive Officer of Agendia."
"Whether a patient is in Manhattan or Mumbai, the ability to get real-time and accurate results from Agendia’s MammaPrint and BluePrint tests will improve how we are treating breast cancer today.”"
"“By combining our unique capabilities with Agendia’s leadership in breast cancer, we believe this innovative partnership can achieve our shared goal of transforming clear and actionable information into precision treatment for better patient outcomes."
"For more information, please visit Agendia.com and Paige.ai."
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing early stage breast cancer patients and their physicians the information they need to make the best decisions for the full treatment journey."
"By developing evidence-based novel genomic tests and conducting groundbreaking research while building an arsenal of data that will help treat breast cancer, Agendia aims to improve patient outcomes and support the evolving clinical needs of breast cancer patients and their physicians every step of the way, from initial diagnosis to cancer-free."
Agendia’s assays can be ordered on core biopsies or surgical specimens to inform pre- and post-operative treatment decisions.
"For more information on Agendia’s assays and ongoing trials, please visit www.agendia.com"
"Major Key Manufacturers of Next-Generation Breast Cancer Diagnostic and Screening Market are: Abbott Laboratories, Agendia, Agilent Technologies, Ambry Genetics, Biocept, Biotheranostics, Centogene, Danaher Corporation, EXACT Sciences Corporation, Roche Holding AG, Fulgent Genetics, Illumina, Invitae, Lucence Diagnostics Pte Ltd, and Myriad Genetics."
He has also held executive positions at Agendia and Affymetrix.
"IRVINE, Calif., Oct. 6, 2020 /PRNewswire/ -- Agendia Inc., a world leader in precision oncology for breast cancer, announced today the availability of local testing for its CE-marked MammaPrint® BluePrint® Breast Cancer Recurrence and Molecular Subtyping tests, provided by PathoNext lab in Leipzig, Germany."
"These tests have historically been perfomed via microarray at Agendia's laboratory in Irvine, California, and Agendia continues to provide a centralized testing service."
"To address the specific need for testing in other countries outside of the Agendia central laboratory, the next-generation sequencing (NGS)-based MammaPrint® BluePrint® Breast Cancer Recurrence and Molecular Subtyping Kit has been developed."
"PathoNext in Germany will partner with Agendia to run the tests and co-partner with HiSS, Agendia's distributor in Germany."
"Mark Straley, CEO of Agendia, commented, ""We are very pleased to have our NGS-kit available in the German market."
"Together, we will bring Agendia's high-quality testing to the nearly 25,000 women annually diagnosed with breast cancer in Germany."""
"Prof. Dr. Jörg Gabert, CEO of PathoNext, added, ""With the growing breast cancer burden globally, and increasing incidence of diagnoses, Agendia's MammaPrint and BluePrint are a perfect complement to our molecular pathology division."
"HiSS Diagnostics GmbH in Freiburg, Germany with 30 years of experience as a trusted supplier of diagnostics products for oncology and molecular biology and is a long-standing distribution partner of Agendia."
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing early stage breast cancer patients and their physicians the information they need to make the most effective treatment decisions."
"By developing evidence-based novel genomic tests and conducting groundbreaking research while building an arsenal of data that will help treat cancer, Agendia aims to improve patient outcomes and support the evolving clinical needs of breast cancer patients and their physicians every step of the way, from initial diagnosis to cancer-free."
"For more information on Agendia's assays and ongoing trials, please visit www.agendia.com."
Agendia Presented Differences in Tumor Biology Between Ethnic Groups
Agendia gave an oral presentation on new data from the national FLEX registry that identified differences in tumor biology between ethnic groups.
"Liquid biopsy specialist Inivata has entered into a commercialisation agreement with Agendia, a precision oncology firm for breast cancer."
"Under the terms of the agreement, Agendia will gain co-exclusive rights to distribute Inivata’s RaDaR liquid biopsy assay for the detection of Minimal Residual Disease (MRD) and early detection of relapse in patients with breast cancer in North America and Europe, with the option of extending territories over time."
"RaDaR is an important addition to Agendia’s precision oncology platform, which includes the MammaPrint risk of recurrence test and BluePrint molecular subtyping test."
The partnership further expands Agendia’s addressable markets and could potentially provide a desperately needed option for more than five million patients with breast cancer across the US and Europe.
"Clive Morris, CEO of Inivata, said: “Agendia is a proven leader in providing physicians with precision oncology tools to improve the treatment of patients with breast cancer and we are proud that they have chosen to work with us to commercialise our RaDaR assay."
"Mark Straley, chief executive, Agendia, added: “Inivata is a pioneer in liquid biopsy."
"The partnership with Inivata is a natural progression for Agendia to guide breast cancer care from diagnosis to surgery, treatment to monitoring and beyond, to ensure timely information to manage care."
"& AMSTERDAM--(BUSINESS WIRE)--Agendia, Inc., a world leader in precision oncology for breast cancer, today announced that long-term follow up data from MINDACT, the prospective, randomized trial designed to further confirm the clinical utility of MammaPrint® risk scoring when determining a breast cancer patient’s need for chemotherapy, was published in The Lancet Oncology, and can be viewed online here."
"“There has been growing interest from across the breast cancer community in understanding the chemotherapy benefit seen for pre-menopausal women,” said Laura van’t Veer, PhD, Co-founder and Chief Research Officer at Agendia."
These long-term follow up data confirm the clinical utility of MammaPrint in the post-operative treatment setting and underscore Agendia’s commitment to improving patient outcomes.
"Agendia is a precision oncology company headquartered in Irvine, California, committed to bringing early stage breast cancer patients and their physicians the information they need to make the best decisions for the full treatment journey."
Agendia develops evidence-based novel genomic tests and forges partnerships with groundbreaking companies to develop next-generation digital treatment tools.
Agendia’s assays can be ordered on core biopsies or surgical specimens to inform pre- and post-operative treatment decisions.
"For more information on Agendia’s assays and ongoing trials, please visit www.agendia.com."
Breast cancer diagnostic developer Agendia announced plans to integrate its genomic tests with Paige’s artificial-intelligence-powered pathology services with the goal of building a new digital precision oncology platform.
The partnership will aim to develop cloud-based treatment planning tools using data gathered from Agendia’s MammaPrint and BluePrint molecular tests for patients with breast cancer.
"“Our goal is to provide same-day turnaround in most cases, enable earlier intervention, preserve limited biopsy or surgical tissue specimens, and extend key benefits to physicians and their patients with access to testing in countries where tissue ‘send out’ is not allowed,” Agendia CEO Mark Straley said."
"“Whether a patient is in Manhattan or Mumbai, the ability to get real-time and accurate results from Agendia’s MammaPrint and BluePrint tests will improve how we are treating breast cancer today.”"
"“By combining our unique capabilities with Agendia’s leadership in breast cancer, we believe this innovative partnership can achieve our shared goal of transforming clear and actionable information into precision treatment for better patient outcomes,” said Paige CEO Leo Grady."
"& AMSTERDAM--(BUSINESS WIRE)--Agendia, Inc., a world leader in precision oncology for breast cancer, today announced that data from FLEX, the large-scale, prospective, observational breast cancer study, has been selected for presentation in six posters during the 2020 San Antonio Breast Cancer Symposium (SABCS 2020)."
"These data are part of a large suite of 13 posters, spotlight sessions and an oral presentation on MammaPrint and BluePrint that were accepted to SABCS 2020, and underscore Agendia’s mission to help guide the diagnosis and personalized treatment of breast cancer for all patients throughout their treatment journey."
